"","respID","qID","altID","obsID","price","time","agent","location"
"101",6,1,1,51,"$30","In 4 days","Autonomous vehicle","Neighborhood locker"
"102",6,1,2,51,"$10","Tomorrow","Autonomous vehicle","Curbside"
"103",6,2,1,52,"$5","In 4 days","Human","Doorstep"
"104",6,2,2,52,"$10","Today","Autonomous vehicle","Curbside"
"105",6,3,1,53,"$0","In 7 days","Autonomous vehicle","Neighborhood locker"
"106",6,3,2,53,"$0","Tomorrow","Autonomous vehicle","Neighborhood locker"
"107",6,4,1,54,"$25","In 4 days","Human","Curbside"
"108",6,4,2,54,"$20","In 4 days","Autonomous vehicle","Doorstep"
"109",6,5,1,55,"$10","In 7 days","Autonomous vehicle","Neighborhood locker"
"110",6,5,2,55,"$5","In 4 days","Autonomous vehicle","Neighborhood locker"
"111",6,6,1,56,"$5","In 7 days","Autonomous vehicle","Neighborhood locker"
"112",6,6,2,56,"$5","Today","Autonomous vehicle","Neighborhood locker"
"113",6,7,1,57,"$30","In 7 days","Human","Doorstep"
"114",6,7,2,57,"$5","In 7 days","Human","Curbside"
"115",6,8,1,58,"$15","In 4 days","Human","Doorstep"
"116",6,8,2,58,"$10","In 4 days","Autonomous vehicle","Curbside"
"117",6,9,1,59,"$25","Tomorrow","Human","Doorstep"
"118",6,9,2,59,"$15","Today","Human","Doorstep"
"119",6,10,1,60,"$30","In 7 days","Human","Doorstep"
"120",6,10,2,60,"$10","In 4 days","Autonomous vehicle","Curbside"
"121",7,1,1,61,"$25","In 7 days","Human","Neighborhood locker"
"122",7,1,2,61,"$30","In 7 days","Autonomous vehicle","Neighborhood locker"
"123",7,2,1,62,"$10","In 4 days","Autonomous vehicle","Curbside"
"124",7,2,2,62,"$5","Today","Human","Curbside"
"125",7,3,1,63,"$15","In 7 days","Autonomous vehicle","Curbside"
"126",7,3,2,63,"$10","Tomorrow","Autonomous vehicle","Doorstep"
"127",7,4,1,64,"$25","Tomorrow","Autonomous vehicle","Doorstep"
"128",7,4,2,64,"$20","In 7 days","Autonomous vehicle","Curbside"
"129",7,5,1,65,"$15","In 7 days","Autonomous vehicle","Neighborhood locker"
"130",7,5,2,65,"$0","In 4 days","Human","Neighborhood locker"
"131",7,6,1,66,"$30","In 4 days","Autonomous vehicle","Neighborhood locker"
"132",7,6,2,66,"$20","In 7 days","Human","Curbside"
"133",7,7,1,67,"$5","Tomorrow","Human","Curbside"
"134",7,7,2,67,"$10","Tomorrow","Autonomous vehicle","Curbside"
"135",7,8,1,68,"$25","In 4 days","Human","Neighborhood locker"
"136",7,8,2,68,"$10","Today","Autonomous vehicle","Doorstep"
"137",7,9,1,69,"$15","Tomorrow","Human","Neighborhood locker"
"138",7,9,2,69,"$15","Tomorrow","Autonomous vehicle","Curbside"
"139",7,10,1,70,"$5","Tomorrow","Autonomous vehicle","Curbside"
"140",7,10,2,70,"$5","Tomorrow","Autonomous vehicle","Doorstep"
"141",8,1,1,71,"$20","In 7 days","Autonomous vehicle","Curbside"
"142",8,1,2,71,"$0","In 7 days","Autonomous vehicle","Curbside"
"143",8,2,1,72,"$30","Today","Human","Doorstep"
"144",8,2,2,72,"$0","Today","Human","Curbside"
"145",8,3,1,73,"$5","Tomorrow","Human","Neighborhood locker"
"146",8,3,2,73,"$20","In 7 days","Autonomous vehicle","Neighborhood locker"
"147",8,4,1,74,"$20","Today","Autonomous vehicle","Curbside"
"148",8,4,2,74,"$30","In 7 days","Human","Curbside"
"149",8,5,1,75,"$5","In 4 days","Human","Neighborhood locker"
"150",8,5,2,75,"$15","Tomorrow","Human","Curbside"
"151",8,6,1,76,"$0","Tomorrow","Human","Curbside"
"152",8,6,2,76,"$30","In 7 days","Autonomous vehicle","Doorstep"
"153",8,7,1,77,"$25","In 4 days","Human","Curbside"
"154",8,7,2,77,"$25","Tomorrow","Autonomous vehicle","Curbside"
"155",8,8,1,78,"$5","Today","Autonomous vehicle","Neighborhood locker"
"156",8,8,2,78,"$30","In 4 days","Human","Doorstep"
"157",8,9,1,79,"$20","In 7 days","Human","Curbside"
"158",8,9,2,79,"$25","Today","Human","Neighborhood locker"
"159",8,10,1,80,"$10","In 7 days","Human","Curbside"
"160",8,10,2,80,"$15","Tomorrow","Human","Neighborhood locker"
"161",9,1,1,81,"$15","Today","Human","Doorstep"
"162",9,1,2,81,"$10","Tomorrow","Human","Neighborhood locker"
"163",9,2,1,82,"$5","Today","Autonomous vehicle","Doorstep"
"164",9,2,2,82,"$10","Tomorrow","Autonomous vehicle","Neighborhood locker"
"165",9,3,1,83,"$5","Today","Autonomous vehicle","Doorstep"
"166",9,3,2,83,"$30","Today","Human","Doorstep"
"167",9,4,1,84,"$0","In 4 days","Autonomous vehicle","Neighborhood locker"
"168",9,4,2,84,"$10","In 4 days","Human","Doorstep"
"169",9,5,1,85,"$25","Today","Human","Doorstep"
"170",9,5,2,85,"$10","Tomorrow","Human","Neighborhood locker"
"171",9,6,1,86,"$0","Tomorrow","Human","Curbside"
"172",9,6,2,86,"$25","In 4 days","Autonomous vehicle","Curbside"
"173",9,7,1,87,"$15","Today","Human","Neighborhood locker"
"174",9,7,2,87,"$5","Tomorrow","Human","Neighborhood locker"
"175",9,8,1,88,"$10","In 4 days","Human","Doorstep"
"176",9,8,2,88,"$10","Today","Human","Curbside"
"177",9,9,1,89,"$25","Today","Human","Doorstep"
"178",9,9,2,89,"$5","Today","Autonomous vehicle","Neighborhood locker"
"179",9,10,1,90,"$0","In 7 days","Human","Doorstep"
"180",9,10,2,90,"$5","Tomorrow","Human","Doorstep"
"181",10,1,1,91,"$15","In 4 days","Human","Doorstep"
"182",10,1,2,91,"$5","In 4 days","Autonomous vehicle","Curbside"
"183",10,2,1,92,"$20","In 4 days","Human","Neighborhood locker"
"184",10,2,2,92,"$15","Tomorrow","Autonomous vehicle","Doorstep"
"185",10,3,1,93,"$30","Tomorrow","Human","Doorstep"
"186",10,3,2,93,"$15","In 7 days","Autonomous vehicle","Curbside"
"187",10,4,1,94,"$20","In 7 days","Autonomous vehicle","Doorstep"
"188",10,4,2,94,"$15","Today","Autonomous vehicle","Neighborhood locker"
"189",10,5,1,95,"$10","Tomorrow","Autonomous vehicle","Doorstep"
"190",10,5,2,95,"$0","Tomorrow","Autonomous vehicle","Curbside"
"191",10,6,1,96,"$25","Tomorrow","Human","Neighborhood locker"
"192",10,6,2,96,"$5","Tomorrow","Autonomous vehicle","Neighborhood locker"
"193",10,7,1,97,"$15","In 7 days","Autonomous vehicle","Curbside"
"194",10,7,2,97,"$30","Today","Human","Curbside"
"195",10,8,1,98,"$10","In 4 days","Human","Doorstep"
"196",10,8,2,98,"$5","Tomorrow","Autonomous vehicle","Doorstep"
"197",10,9,1,99,"$5","Tomorrow","Human","Curbside"
"198",10,9,2,99,"$15","Tomorrow","Human","Curbside"
"199",10,10,1,100,"$15","Tomorrow","Autonomous vehicle","Curbside"
"200",10,10,2,100,"$15","Today","Autonomous vehicle","Curbside"
"201",11,1,1,101,"$10","Today","Human","Neighborhood locker"
"202",11,1,2,101,"$0","Today","Human","Curbside"
"203",11,2,1,102,"$20","In 7 days","Autonomous vehicle","Neighborhood locker"
"204",11,2,2,102,"$20","Tomorrow","Human","Doorstep"
"205",11,3,1,103,"$25","In 7 days","Autonomous vehicle","Doorstep"
"206",11,3,2,103,"$0","In 7 days","Human","Curbside"
"207",11,4,1,104,"$0","Tomorrow","Autonomous vehicle","Curbside"
"208",11,4,2,104,"$10","In 7 days","Autonomous vehicle","Curbside"
"209",11,5,1,105,"$25","Today","Autonomous vehicle","Curbside"
"210",11,5,2,105,"$15","In 7 days","Autonomous vehicle","Doorstep"
"211",11,6,1,106,"$20","In 7 days","Autonomous vehicle","Neighborhood locker"
"212",11,6,2,106,"$15","In 4 days","Autonomous vehicle","Doorstep"
"213",11,7,1,107,"$15","In 7 days","Human","Curbside"
"214",11,7,2,107,"$20","Tomorrow","Autonomous vehicle","Doorstep"
"215",11,8,1,108,"$20","Tomorrow","Human","Neighborhood locker"
"216",11,8,2,108,"$25","In 4 days","Autonomous vehicle","Doorstep"
"217",11,9,1,109,"$20","Tomorrow","Human","Neighborhood locker"
"218",11,9,2,109,"$5","In 7 days","Autonomous vehicle","Curbside"
"219",11,10,1,110,"$30","In 4 days","Human","Neighborhood locker"
"220",11,10,2,110,"$0","Tomorrow","Autonomous vehicle","Neighborhood locker"
"221",12,1,1,111,"$20","In 7 days","Human","Doorstep"
"222",12,1,2,111,"$30","Today","Human","Curbside"
"223",12,2,1,112,"$10","In 4 days","Human","Curbside"
"224",12,2,2,112,"$15","Tomorrow","Autonomous vehicle","Doorstep"
"225",12,3,1,113,"$30","Today","Human","Curbside"
"226",12,3,2,113,"$15","Tomorrow","Human","Doorstep"
"227",12,4,1,114,"$10","Tomorrow","Autonomous vehicle","Doorstep"
"228",12,4,2,114,"$0","Today","Autonomous vehicle","Doorstep"
"229",12,5,1,115,"$0","In 4 days","Human","Doorstep"
"230",12,5,2,115,"$15","Tomorrow","Human","Doorstep"
"231",12,6,1,116,"$5","Tomorrow","Human","Curbside"
"232",12,6,2,116,"$20","In 7 days","Autonomous vehicle","Neighborhood locker"
"233",12,7,1,117,"$25","Tomorrow","Human","Curbside"
"234",12,7,2,117,"$15","In 4 days","Human","Neighborhood locker"
"235",12,8,1,118,"$30","Today","Human","Curbside"
"236",12,8,2,118,"$25","In 7 days","Human","Curbside"
"237",12,9,1,119,"$30","In 7 days","Autonomous vehicle","Curbside"
"238",12,9,2,119,"$10","Tomorrow","Autonomous vehicle","Curbside"
"239",12,10,1,120,"$10","Tomorrow","Human","Doorstep"
"240",12,10,2,120,"$0","Today","Autonomous vehicle","Doorstep"
"241",13,1,1,121,"$25","In 7 days","Human","Doorstep"
"242",13,1,2,121,"$25","Tomorrow","Autonomous vehicle","Curbside"
"243",13,2,1,122,"$25","Tomorrow","Autonomous vehicle","Neighborhood locker"
"244",13,2,2,122,"$0","In 7 days","Human","Curbside"
"245",13,3,1,123,"$25","In 4 days","Autonomous vehicle","Neighborhood locker"
"246",13,3,2,123,"$10","In 4 days","Autonomous vehicle","Curbside"
"247",13,4,1,124,"$0","Today","Human","Curbside"
"248",13,4,2,124,"$0","Today","Autonomous vehicle","Neighborhood locker"
"249",13,5,1,125,"$5","In 7 days","Human","Curbside"
"250",13,5,2,125,"$30","Tomorrow","Autonomous vehicle","Curbside"
"251",13,6,1,126,"$25","In 7 days","Human","Doorstep"
"252",13,6,2,126,"$20","In 4 days","Autonomous vehicle","Doorstep"
"253",13,7,1,127,"$30","Today","Human","Neighborhood locker"
"254",13,7,2,127,"$25","Tomorrow","Autonomous vehicle","Doorstep"
"255",13,8,1,128,"$30","Tomorrow","Autonomous vehicle","Curbside"
"256",13,8,2,128,"$10","In 4 days","Autonomous vehicle","Curbside"
"257",13,9,1,129,"$20","Today","Human","Doorstep"
"258",13,9,2,129,"$20","Today","Autonomous vehicle","Doorstep"
"259",13,10,1,130,"$20","In 4 days","Human","Curbside"
"260",13,10,2,130,"$0","In 4 days","Autonomous vehicle","Curbside"
"261",14,1,1,131,"$15","In 7 days","Autonomous vehicle","Neighborhood locker"
"262",14,1,2,131,"$20","Tomorrow","Human","Neighborhood locker"
"263",14,2,1,132,"$10","In 4 days","Autonomous vehicle","Doorstep"
"264",14,2,2,132,"$10","Today","Autonomous vehicle","Neighborhood locker"
"265",14,3,1,133,"$20","In 4 days","Autonomous vehicle","Doorstep"
"266",14,3,2,133,"$10","In 4 days","Autonomous vehicle","Curbside"
"267",14,4,1,134,"$25","In 4 days","Autonomous vehicle","Neighborhood locker"
"268",14,4,2,134,"$5","Tomorrow","Autonomous vehicle","Curbside"
"269",14,5,1,135,"$30","In 4 days","Human","Neighborhood locker"
"270",14,5,2,135,"$10","Today","Human","Neighborhood locker"
"271",14,6,1,136,"$15","Today","Human","Curbside"
"272",14,6,2,136,"$25","Tomorrow","Autonomous vehicle","Neighborhood locker"
"273",14,7,1,137,"$5","In 4 days","Human","Doorstep"
"274",14,7,2,137,"$20","In 4 days","Human","Doorstep"
"275",14,8,1,138,"$20","In 4 days","Human","Doorstep"
"276",14,8,2,138,"$30","Tomorrow","Human","Neighborhood locker"
"277",14,9,1,139,"$30","Today","Human","Doorstep"
"278",14,9,2,139,"$0","Today","Autonomous vehicle","Neighborhood locker"
"279",14,10,1,140,"$20","In 7 days","Human","Neighborhood locker"
"280",14,10,2,140,"$10","Tomorrow","Human","Curbside"
"281",15,1,1,141,"$30","Tomorrow","Autonomous vehicle","Neighborhood locker"
"282",15,1,2,141,"$0","Tomorrow","Autonomous vehicle","Curbside"
"283",15,2,1,142,"$30","Today","Human","Curbside"
"284",15,2,2,142,"$15","In 7 days","Human","Curbside"
"285",15,3,1,143,"$20","Today","Human","Doorstep"
"286",15,3,2,143,"$5","In 7 days","Human","Doorstep"
"287",15,4,1,144,"$10","In 7 days","Human","Neighborhood locker"
"288",15,4,2,144,"$15","Today","Autonomous vehicle","Doorstep"
"289",15,5,1,145,"$25","In 4 days","Human","Doorstep"
"290",15,5,2,145,"$5","Tomorrow","Human","Neighborhood locker"
"291",15,6,1,146,"$30","In 7 days","Human","Neighborhood locker"
"292",15,6,2,146,"$25","Today","Autonomous vehicle","Doorstep"
"293",15,7,1,147,"$10","In 7 days","Autonomous vehicle","Neighborhood locker"
"294",15,7,2,147,"$30","In 7 days","Autonomous vehicle","Doorstep"
"295",15,8,1,148,"$5","In 4 days","Autonomous vehicle","Doorstep"
"296",15,8,2,148,"$10","In 7 days","Human","Neighborhood locker"
"297",15,9,1,149,"$10","In 4 days","Autonomous vehicle","Curbside"
"298",15,9,2,149,"$5","Tomorrow","Human","Doorstep"
"299",15,10,1,150,"$20","In 4 days","Autonomous vehicle","Neighborhood locker"
"300",15,10,2,150,"$15","Today","Human","Curbside"
"301",16,1,1,151,"$15","In 7 days","Autonomous vehicle","Doorstep"
"302",16,1,2,151,"$10","Today","Autonomous vehicle","Neighborhood locker"
"303",16,2,1,152,"$25","In 4 days","Autonomous vehicle","Neighborhood locker"
"304",16,2,2,152,"$20","In 4 days","Human","Doorstep"
"305",16,3,1,153,"$10","Today","Autonomous vehicle","Neighborhood locker"
"306",16,3,2,153,"$15","In 4 days","Autonomous vehicle","Curbside"
"307",16,4,1,154,"$20","In 7 days","Human","Doorstep"
"308",16,4,2,154,"$30","In 7 days","Human","Curbside"
"309",16,5,1,155,"$15","In 4 days","Human","Neighborhood locker"
"310",16,5,2,155,"$30","In 7 days","Human","Doorstep"
"311",16,6,1,156,"$30","In 7 days","Human","Doorstep"
"312",16,6,2,156,"$30","Today","Human","Neighborhood locker"
"313",16,7,1,157,"$25","Tomorrow","Autonomous vehicle","Curbside"
"314",16,7,2,157,"$0","Tomorrow","Autonomous vehicle","Neighborhood locker"
"315",16,8,1,158,"$30","Tomorrow","Autonomous vehicle","Curbside"
"316",16,8,2,158,"$25","In 4 days","Autonomous vehicle","Neighborhood locker"
"317",16,9,1,159,"$25","Tomorrow","Autonomous vehicle","Curbside"
"318",16,9,2,159,"$30","Tomorrow","Human","Doorstep"
"319",16,10,1,160,"$10","Today","Human","Doorstep"
"320",16,10,2,160,"$10","Today","Autonomous vehicle","Neighborhood locker"
"321",17,1,1,161,"$10","In 7 days","Human","Curbside"
"322",17,1,2,161,"$15","In 7 days","Autonomous vehicle","Doorstep"
"323",17,2,1,162,"$5","Today","Human","Neighborhood locker"
"324",17,2,2,162,"$10","In 4 days","Autonomous vehicle","Doorstep"
"325",17,3,1,163,"$20","In 7 days","Autonomous vehicle","Curbside"
"326",17,3,2,163,"$25","In 4 days","Autonomous vehicle","Neighborhood locker"
"327",17,4,1,164,"$15","In 4 days","Human","Neighborhood locker"
"328",17,4,2,164,"$25","Tomorrow","Autonomous vehicle","Neighborhood locker"
"329",17,5,1,165,"$10","Today","Human","Neighborhood locker"
"330",17,5,2,165,"$5","In 4 days","Autonomous vehicle","Curbside"
"331",17,6,1,166,"$5","Today","Autonomous vehicle","Curbside"
"332",17,6,2,166,"$5","Tomorrow","Autonomous vehicle","Doorstep"
"333",17,7,1,167,"$10","In 7 days","Human","Neighborhood locker"
"334",17,7,2,167,"$15","In 7 days","Human","Curbside"
"335",17,8,1,168,"$15","In 7 days","Autonomous vehicle","Neighborhood locker"
"336",17,8,2,168,"$25","In 7 days","Human","Doorstep"
"337",17,9,1,169,"$10","Tomorrow","Autonomous vehicle","Curbside"
"338",17,9,2,169,"$25","In 7 days","Human","Doorstep"
"339",17,10,1,170,"$5","Today","Human","Doorstep"
"340",17,10,2,170,"$25","Tomorrow","Autonomous vehicle","Curbside"
"341",18,1,1,171,"$30","Today","Autonomous vehicle","Doorstep"
"342",18,1,2,171,"$30","Tomorrow","Autonomous vehicle","Doorstep"
"343",18,2,1,172,"$15","Today","Human","Curbside"
"344",18,2,2,172,"$5","In 4 days","Human","Curbside"
"345",18,3,1,173,"$25","In 7 days","Human","Curbside"
"346",18,3,2,173,"$30","Today","Human","Neighborhood locker"
"347",18,4,1,174,"$0","Today","Autonomous vehicle","Doorstep"
"348",18,4,2,174,"$15","In 4 days","Autonomous vehicle","Doorstep"
"349",18,5,1,175,"$30","In 7 days","Autonomous vehicle","Curbside"
"350",18,5,2,175,"$10","Tomorrow","Autonomous vehicle","Doorstep"
"351",18,6,1,176,"$30","Tomorrow","Human","Neighborhood locker"
"352",18,6,2,176,"$5","In 7 days","Human","Curbside"
"353",18,7,1,177,"$5","In 7 days","Human","Neighborhood locker"
"354",18,7,2,177,"$30","Tomorrow","Autonomous vehicle","Curbside"
"355",18,8,1,178,"$25","Tomorrow","Human","Neighborhood locker"
"356",18,8,2,178,"$15","Today","Autonomous vehicle","Neighborhood locker"
"357",18,9,1,179,"$0","Today","Human","Neighborhood locker"
"358",18,9,2,179,"$25","In 7 days","Human","Doorstep"
"359",18,10,1,180,"$10","In 7 days","Human","Curbside"
"360",18,10,2,180,"$15","Tomorrow","Autonomous vehicle","Doorstep"
"361",19,1,1,181,"$10","In 4 days","Autonomous vehicle","Doorstep"
"362",19,1,2,181,"$10","In 7 days","Autonomous vehicle","Neighborhood locker"
"363",19,2,1,182,"$25","In 4 days","Human","Neighborhood locker"
"364",19,2,2,182,"$30","In 7 days","Human","Doorstep"
"365",19,3,1,183,"$5","Today","Autonomous vehicle","Doorstep"
"366",19,3,2,183,"$25","In 4 days","Autonomous vehicle","Neighborhood locker"
"367",19,4,1,184,"$20","In 4 days","Human","Neighborhood locker"
"368",19,4,2,184,"$5","In 7 days","Human","Neighborhood locker"
"369",19,5,1,185,"$0","In 4 days","Autonomous vehicle","Doorstep"
"370",19,5,2,185,"$30","In 7 days","Human","Neighborhood locker"
"371",19,6,1,186,"$20","Today","Human","Doorstep"
"372",19,6,2,186,"$5","Tomorrow","Human","Curbside"
"373",19,7,1,187,"$10","In 7 days","Human","Doorstep"
"374",19,7,2,187,"$20","Tomorrow","Human","Neighborhood locker"
"375",19,8,1,188,"$20","Today","Human","Curbside"
"376",19,8,2,188,"$25","In 7 days","Human","Curbside"
"377",19,9,1,189,"$15","In 7 days","Autonomous vehicle","Doorstep"
"378",19,9,2,189,"$30","In 4 days","Human","Doorstep"
"379",19,10,1,190,"$5","Today","Autonomous vehicle","Neighborhood locker"
"380",19,10,2,190,"$0","In 7 days","Autonomous vehicle","Curbside"
"381",20,1,1,191,"$10","In 4 days","Autonomous vehicle","Neighborhood locker"
"382",20,1,2,191,"$5","In 7 days","Autonomous vehicle","Curbside"
"383",20,2,1,192,"$5","Today","Autonomous vehicle","Doorstep"
"384",20,2,2,192,"$20","In 7 days","Autonomous vehicle","Curbside"
"385",20,3,1,193,"$10","In 4 days","Autonomous vehicle","Curbside"
"386",20,3,2,193,"$0","Tomorrow","Autonomous vehicle","Curbside"
"387",20,4,1,194,"$10","In 7 days","Human","Doorstep"
"388",20,4,2,194,"$25","In 7 days","Autonomous vehicle","Doorstep"
"389",20,5,1,195,"$0","Tomorrow","Autonomous vehicle","Curbside"
"390",20,5,2,195,"$15","In 7 days","Autonomous vehicle","Curbside"
"391",20,6,1,196,"$15","Today","Autonomous vehicle","Doorstep"
"392",20,6,2,196,"$5","In 7 days","Human","Doorstep"
"393",20,7,1,197,"$5","Today","Human","Neighborhood locker"
"394",20,7,2,197,"$25","Today","Autonomous vehicle","Curbside"
"395",20,8,1,198,"$30","Tomorrow","Human","Curbside"
"396",20,8,2,198,"$0","Today","Autonomous vehicle","Neighborhood locker"
"397",20,9,1,199,"$5","Tomorrow","Autonomous vehicle","Curbside"
"398",20,9,2,199,"$15","Tomorrow","Autonomous vehicle","Curbside"
"399",20,10,1,200,"$10","Today","Autonomous vehicle","Neighborhood locker"
"400",20,10,2,200,"$25","Today","Human","Curbside"
"401",21,1,1,201,"$20","In 7 days","Autonomous vehicle","Neighborhood locker"
"402",21,1,2,201,"$10","Tomorrow","Autonomous vehicle","Neighborhood locker"
"403",21,2,1,202,"$5","Tomorrow","Autonomous vehicle","Doorstep"
"404",21,2,2,202,"$5","In 7 days","Human","Doorstep"
